heart_rate,acc_x,acc_y,acc_z,acceleration_magnitude,sound_level,time_of_day,label
70.15,0.683,-0.676,1.739,1.987,30.59,14,0
89.59,1.0,0.099,2.284,2.495,23.99,3,0
132.83,-0.558,0.86,0.354,1.084,62.77,21,1
103.22,1.868,-1.706,-0.807,2.655,85.14,21,1
99.47,-1.136,0.386,-0.005,1.2,26.43,22,0
71.18,-0.052,-0.106,-0.402,0.419,38.26,13,0
111.06,-0.584,0.345,0.423,0.799,41.8,2,0
87.31,0.13,0.767,-0.256,0.819,51.62,4,0
148.32,-0.856,2.073,2.985,3.734,105.3,21,2
89.8,0.033,-0.046,-0.038,0.068,32.36,12,0
130.38,-0.069,-1.268,-0.813,1.508,64.02,17,1
71.37,-0.181,-0.388,0.715,0.834,25.69,3,0
64.27,-0.638,-0.444,0.268,0.823,39.65,21,0
103.76,1.338,0.371,-0.847,1.626,71.13,21,1
113.8,0.135,-1.103,-0.554,1.242,23.3,21,0
97.28,2.114,0.553,-1.195,2.491,25.96,18,0
87.61,1.084,-0.657,0.392,1.327,55.94,13,0
108.76,-0.126,0.4,0.986,1.072,36.75,22,0
63.64,-0.665,0.289,-1.027,1.257,43.8,3,0
119.43,-1.255,-0.29,-0.358,1.337,37.23,13,0
88.15,-0.014,0.05,-0.024,0.057,60.99,8,0
130.0,-0.043,-0.272,-0.102,0.294,38.54,9,0
115.75,1.778,1.536,-0.618,2.43,73.59,16,1
104.97,-1.502,-0.138,1.02,1.821,51.12,6,1
67.44,0.068,-0.291,0.357,0.466,20.35,22,0
108.83,-0.089,-0.987,-0.075,0.993,80.23,7,1
97.66,1.388,0.774,1.208,1.996,35.03,17,0
161.18,-2.843,0.53,-0.4,2.92,80.35,6,2
88.66,-0.08,-0.671,0.067,0.679,54.59,0,0
37.62251033719313,0.599,-2.023,-1.082,2.371087092453586,82.12,19,1
88.64,0.154,0.815,0.038,0.831,21.67,12,0
149.51,0.192,1.858,-1.15,2.194,83.25,13,1
112.91,0.321,1.653,0.738,1.838,64.72,14,1
75.35,-0.086,0.255,0.04,0.272,44.88,17,0
83.77,0.353,0.341,0.233,0.544,29.96,3,0
143.51,0.53,-1.665,0.235,1.764,64.15,10,1
102.12,-1.993,-0.842,0.097,2.166,61.17,8,1
34.76453451545343,0.308,2.038,-0.344,2.089651645609861,24.92,18,0
56.0,0.051,-0.486,0.729,0.877,31.2,1,0
136.16,0.37,-2.054,-1.731,2.711,90.97,22,2
112.66,0.388,0.504,-0.075,0.641,30.98,10,0
84.4,0.214,-0.005,0.136,0.254,71.53,21,0
82.71,-0.907,0.383,-0.366,1.05,50.12,18,0
60.7,-0.274,1.079,0.373,1.174,47.49,16,0
103.3,1.205,1.781,0.046,2.15,80.83,12,1
84.4,0.606,0.398,-0.271,0.774,36.75,19,0
75.71,0.188,0.372,0.544,0.685,49.32,1,0
115.3,1.063,1.437,-1.011,2.054,61.1,1,1
92.77,-0.375,0.489,0.019,0.617,51.65,12,0
119.27,-0.677,-1.206,-0.522,1.478,66.6,19,1
76.13,0.624,0.148,-0.332,0.722,61.64,9,0
105.52,0.547,2.095,-1.138,2.446,59.34,9,1
136.58,2.815,-0.342,-0.126,2.838,76.42,6,1
79.85,1.316,0.468,-0.349,1.44,41.11,20,0
78.71,0.14,-0.07,0.008,0.157,26.87,21,0
69.61,-0.119,0.755,-0.46,0.892,33.01,5,0
91.87,-0.276,-1.125,-0.745,1.378,46.34,5,0
93.36,0.366,0.766,-0.867,1.213,66.19,3,0
118.89575806534779,-1.009171185803555,-0.21448826806596086,-1.5059773782068855,1.8254861169192642,81.92700197534366,18,1
124.51,-0.163,0.431,-1.324,1.401,59.71,0,1
68.14,-0.056,0.691,0.15,0.709,41.97,10,0
81.08,-0.096,0.112,0.014,0.148,63.63,6,0
69.48,0.002,0.008,0.006,0.011,57.89,22,0
93.68,-0.007,0.133,-0.091,0.161,70.11,13,0
81.08,-0.389,0.487,0.444,0.765,18.85,2,0
130.45,-0.59,-0.582,1.508,1.721,72.33,8,1
82.52,0.266,-0.302,-0.544,0.677,52.83,16,0
83.36,-0.285,0.785,1.27,1.52,31.8,9,0
84.98,0.105,-0.356,-0.367,0.523,56.6,14,0
70.3,-0.156,0.342,-0.053,0.38,53.42,0,0
151.68,-0.562,1.499,-1.933,2.51,105.22,13,2
100.0,-1.047,-0.623,0.097,1.222,58.0,4,0
63.93,-0.328,0.615,-0.125,0.708,82.11,7,0
104.4,0.674,-1.543,0.036,1.684,70.96,21,1
96.83,-0.264,0.035,-1.507,1.53,36.88,14,0
77.09,0.545,0.924,0.561,1.211,26.36,21,0
87.37,0.374,-0.552,-0.581,0.884,72.68,14,0
117.5,-1.274,-1.839,0.834,2.388,59.86,9,1
125.23,-0.892,-1.794,-0.386,2.04,63.3,5,1
104.6,-0.821,0.644,-0.343,1.098,79.15,18,0
74.55,-0.111,-0.199,1.049,1.074,41.22,19,0
121.07,-0.092,-2.135,-0.534,2.203,75.39,18,1
99.9,1.389,1.135,-0.364,1.83,78.41,8,1
72.34,-0.852,0.148,-0.412,0.958,17.31,12,0
58.34,-0.492,0.802,0.651,1.144,43.91,16,0
76.85,-0.145,0.648,-0.356,0.753,28.51,10,0
63.94,-0.081,-0.19,-0.762,0.79,52.82,7,0
114.85,2.51,0.002,0.196,2.517,60.49,0,1
60.27,-0.565,-0.653,0.442,0.97,38.26,19,0
85.52,0.559,-0.434,0.201,0.736,40.42,0,0
76.22,-0.073,0.004,0.184,0.198,57.5,23,0
108.86,1.222,1.38,0.135,1.848,49.66,21,1
122.44438531190146,1.0082988508131088,-1.8587591481792674,-3.0010692068458322,3.6712489057226048,106.10554183460414,4,2
68.92,-0.376,0.497,0.042,0.625,51.11,14,0
146.0,-1.371,2.09,2.54,3.564,108.53,20,2
128.93,-2.153,-0.733,-0.886,2.441,79.53,1,1
88.94,0.091,0.761,-0.8,1.1078817626443718,116.46401606146225,17,0
152.48,1.617,-0.868,-2.943,3.468,91.76,8,2
96.17,-0.609,-0.942,-1.059,1.542,52.34,3,0
63.51,0.466,0.843,1.386,1.688,54.49,5,0
75.36,0.056,-0.527,0.317,0.618,39.59,1,0
63.62,0.096,1.631,-0.322,1.665,44.92,19,0
81.59,-0.192,0.306,-0.1,0.375,59.75,17,0
95.53,-0.174,0.201,-0.198,0.331,60.83,14,0
92.62,0.155,-0.053,0.001,0.164,50.53,10,0
116.16,-0.438,2.366,0.093,2.408,73.68,3,1
60.66,0.486,-0.88,-0.725,1.24,27.27,16,0
75.85,0.212,0.45,0.201,0.536,21.27,0,0
113.99,-2.093,-0.729,-0.501,2.272,68.43,6,1
72.28,-0.238,0.018,-0.083,0.252,44.95,15,0
96.32,0.154,-1.329,0.16,1.348,24.91,7,0
77.7,1.267,-0.689,0.014,1.442,43.46,14,0
136.35,-2.091,0.65,1.069,2.436,74.41,7,1
92.04,-0.225,-0.544,1.065,1.217,28.88,23,0
136.72,-1.239,0.274,2.669,2.955,96.91,22,2
85.78,-0.709,0.346,-0.991,1.267,43.56,10,0
63.03,0.268,0.197,0.196,0.386,40.5,8,0
83.51,-0.058,-0.085,0.271,0.29,40.29,5,0
78.0,-0.099,0.169,1.129,1.146,62.82,12,0
107.31,0.725,0.556,0.57,1.076,53.08,11,0
83.86,0.253,-1.156,-0.536,1.3,56.57,5,0
37.85629423076456,1.083,-0.25,0.686,1.306133607254633,47.22,13,0
105.43,0.291,1.608,-0.48,1.703,30.93,4,0
94.91,0.554,-0.33,0.158,0.664,55.19,13,0
125.43,-0.804,-0.304,-0.265,0.899,45.11,4,0
109.92,-0.241,1.245,-0.864,1.534,77.78,23,1
90.65,-0.018,-0.057,-0.252,0.259,30.12,12,0
77.8,-0.755,-0.98,0.15,1.246,35.71,17,0
140.19,1.141,-1.611,-0.894,2.167,69.73,9,1
89.14,-0.671,1.634,0.486,1.832,36.85,15,0
78.42,0.238,-0.132,0.2,0.338,18.49,4,0
69.62,-1.139,-0.342,-0.523,1.299,41.37,16,0
87.91,-0.117,-0.372,0.419,0.572,49.94,6,0
94.88,-1.101,-0.573,0.442,1.318,29.63,7,0
79.48,-1.483,1.454,-1.269,2.434,60.27,3,0
98.25,0.816,0.801,-0.006,1.144,23.18,23,0
62.56,0.091,0.131,-0.023,0.161,38.21,16,0
107.62,0.16,1.094,-0.206,1.125,27.11,4,0
94.19,-0.783,-0.101,0.005,0.789,35.31,1,0
116.08,-1.479,1.079,0.101,1.833,65.22,4,1
133.0,-1.336,1.276,-1.761,2.552,69.29,11,1
143.74,2.222,-1.598,2.969,4.038,94.29,4,2
103.4,-0.626,-0.363,0.301,0.784,40.08,3,0
81.87,1.016,-0.651,-0.123,1.213,38.43,20,0
75.98,0.166,0.807,-0.092,0.829,55.82,18,0
66.12,0.97,-0.293,0.445,1.107,31.86,10,0
96.66,0.291,0.649,-0.083,0.716,59.69,8,0
95.65,0.072,-0.036,-0.205,0.221,26.02,11,0
67.26,-0.341,-0.358,0.54,0.732,37.99,21,0
105.23,-0.739,0.156,-0.136,0.767,39.36,21,0
61.91,0.348,0.138,0.562,0.675,43.53,10,0
81.16,0.204,-0.8,-0.486,0.958,37.86,22,0
73.29,0.239,-0.109,0.17,0.312,39.73,17,0
95.43,-0.221,0.153,1.103,1.135,42.38,2,0
62.97,0.384,-0.988,1.344,1.712,68.88,17,0
93.49,1.281,-0.087,-0.932,1.586,26.54,21,0
75.44,-0.329,-0.118,-0.167,0.387,43.4,10,0
121.2,0.075,-0.593,-2.131,2.214,101.83,17,1
80.58,0.178,0.202,-0.715,0.764,49.29,6,0
133.0,-0.398,0.615,1.915,2.05,80.97,11,1
82.24,-1.045,-0.257,-0.711,1.29,28.9,1,0
77.44,0.326,0.616,-0.161,0.716,25.53,20,0
112.57,-0.161,0.404,2.186,2.229,81.08,22,1
143.07,-0.497,0.009,2.492,2.541,94.31,23,2
103.64,-0.218,0.757,-0.337,0.856,69.34,4,0
117.07,-1.04,-0.45,-0.587,1.277,73.62,15,1
143.8,-1.925,0.552,-2.956,3.571,107.65,5,2
74.57,0.134,-0.736,-0.286,0.801,37.19,22,0
70.65,0.263,0.85,0.064,0.893,31.82,22,0
71.08,1.04,0.544,-1.118,1.621,25.72,3,0
84.04,0.401,0.414,0.664,0.879,23.67,5,0
114.27,-0.711,2.336,0.287,2.459,48.13,22,1
67.71,-0.187,-0.104,0.289,0.36,39.4,12,0
71.28,-0.345,0.214,-0.342,0.531,36.83,19,0
59.63,0.415,-0.398,-1.372,1.487,42.75,22,0
67.18,-1.228,-0.552,0.195,1.36,31.48,8,0
135.39,-0.585,-2.807,0.275,2.881,86.5,12,2
69.34,0.222,-0.024,0.183,0.289,85.0,15,0
74.66,0.148,0.125,-1.679,1.69,31.86,11,0
68.35,-0.632,0.259,-0.197,0.711,44.5,0,0
105.93,0.92,-0.932,-0.832,1.552,77.51,8,1
62.68,0.116,0.64,-0.909,1.118,61.68,8,0
88.66,-1.298,-0.774,-0.587,1.621,28.74,8,0
107.13,-1.411,0.911,1.651,2.355,61.93,20,1
98.94,0.225,0.153,0.012,0.272,65.08,18,0
99.22,-0.214,0.027,1.194,1.213,59.88,11,0
86.32,0.569,-0.497,-0.37,0.8412312405040602,110.22644146505604,1,0
87.75,-0.141,-0.519,-0.374,0.655,49.08,12,0
92.96,-0.208,-0.745,0.876,1.169,54.3,20,0
65.53,0.356,1.946,0.534,2.049,30.46,22,0
78.83,0.201,-0.013,0.173,0.266,52.05,17,0
67.15,0.126,-1.111,0.5,1.224,64.0,1,0
76.93,0.307,1.172,0.882,1.498,30.51,0,0
73.05,0.002,-0.096,0.76,0.766,27.89,8,0
97.64,-0.675,0.353,1.762,1.919,51.64,4,0
103.35,-1.983,-0.787,-1.069,2.386,63.34,18,1
89.09,0.441,-1.697,-0.137,1.759,59.29,6,0
117.11,-0.395,0.296,-0.49,0.696,31.8,10,0
126.88,0.934,-1.278,-1.419,2.126,82.89,4,1
108.01,-1.82,0.604,0.59,2.006,60.12,12,1
112.34,-0.726,1.698,0.851,2.034,68.27,17,1
133.25,-0.741,2.055,1.009,2.407,81.78,7,1
107.5,-1.17,-0.853,-0.284,1.475,84.18,1,1
91.62,0.348,0.521,-0.388,0.737,41.93,8,0
121.64,0.224,-1.451,1.718,2.26,65.41,1,1
101.04,0.052,0.143,-0.181,0.237,55.53,4,0
90.51,-0.095,1.136,-0.373,1.2,58.43,4,0
87.71,-0.471,0.391,1.119,1.275,32.13,19,0
61.44,-0.15,-0.005,0.017,0.151,35.64,21,0
158.91,2.285,1.608,-1.447,3.147,91.07,7,2
92.23,-0.091,-0.006,-0.64,0.647,24.86,2,0
59.43,0.211,-0.374,0.493,0.655,53.2,18,0
88.72,0.461,0.26,0.751,0.919,50.09,3,0
107.15,-1.257,-0.737,2.166,2.611,74.61,4,1
100.19,0.834,0.748,0.057,1.122,63.1,19,0
127.64,0.742,0.081,0.919,1.184,25.84,12,0
71.92,0.042,-0.059,0.061,0.094,46.28,19,0
94.93,0.293,-0.137,0.484,0.582,54.87,15,0
106.45,-1.732,-1.546,0.904,2.491,64.73,11,1
69.22,-1.08,0.691,0.437,1.354,63.05,20,0
130.6,-1.435,-0.558,1.74,2.323,60.35,0,1
84.67,-0.337,0.07,-0.119,0.364,34.4,14,0
99.61,-0.303,0.059,0.149,0.342,26.51,17,0
89.57,-0.143,0.014,0.429,0.453,50.92,4,0
95.12,-0.088,0.104,-0.017,0.137,39.12,12,0
110.97,-1.076,0.563,1.805,2.176,61.85,3,1
108.89,1.864,-1.379,-0.163,2.324,97.89,7,1
80.73,-0.089,0.033,0.012,0.096,52.87,19,0
162.16,0.342,-3.564,-1.091,3.743,94.96,8,2
100.67,0.844,0.45,0.447,1.056,76.61,16,0
78.26,0.496,0.055,-0.889,1.019,54.19,14,0
73.21,-0.106,-0.086,-0.008,0.136,31.54,14,0
122.59,-1.937,-0.598,-0.142,2.032,91.95,13,1
95.09,-0.048,-0.049,-0.005,0.069,30.59,17,0
88.0,-1.79,-0.542,0.132,1.875,16.0,9,0
95.81,0.474,0.134,0.471,0.682,22.79,18,0
83.96,0.301,1.355,0.018,1.388,42.28,19,0
77.31,-0.019,1.134,0.099,1.139,40.66,2,0
125.18,1.211,-0.417,3.58,3.802,99.23,4,2
90.03,1.539,0.072,0.213,1.555,75.01,7,0
120.73,0.146,-1.709,0.7,1.852,83.57,9,1
126.34,0.846,-0.327,1.845,2.056,62.01,3,1
112.92,-1.684,0.865,-0.027,1.894,65.38,19,1
65.44,0.522,0.999,-1.944,2.247,22.05,10,0
96.03,0.147,0.817,-0.093,0.835,37.32,0,0
80.93,-0.18,-0.156,-0.25,0.345,27.09,17,0
86.29,0.186,0.46,0.405,0.64,46.77,23,0
77.6,0.272,-1.853,0.509,1.94,47.37,8,0
62.53,0.05,-0.431,-0.057,0.438,41.06,14,0
62.57,0.281,1.074,-0.644,1.283,19.32,10,0
82.92,0.578,-0.163,0.105,0.61,57.56,2,0
91.76,-1.322,0.085,-0.524,1.424,21.33,19,0
77.15,-0.104,0.131,-0.238,0.291,51.13,6,0
125.93,-0.574,-1.535,1.121,1.986,74.19,11,1
93.73,0.133,0.375,-0.192,0.442,53.52,7,0
117.28,0.074,-1.28,-1.132,1.71,63.89,9,0
151.2,-1.462,-0.875,2.49,3.017,88.58,10,2
108.06,-0.773,-1.397,-1.274,2.042,68.81,2,1
90.58,-2.011,0.02,-0.366,2.044,53.39,8,0
100.31,2.426,0.303,-2.277,3.341,77.22,3,1
84.19,0.28,0.921,-0.873,1.3,46.69,18,0
61.95,1.037,-0.482,-0.547,1.267,43.98,15,0
72.63,0.191,0.181,0.672,0.722,21.75,6,0
66.77,0.27,-0.464,-1.113,1.236,61.43,6,0
87.27,2.044,0.639,1.035,2.378,40.39,2,0
83.64,1.228,0.715,0.441,1.488,42.51,3,0
69.49,-0.446,1.309,0.322,1.42,58.77,0,0
85.67,-0.086,-0.078,0.119,0.166,47.48,16,0
96.57,-0.134,0.094,0.533,0.558,58.01,3,0
65.18,-0.021,-0.015,-0.043,0.05,39.17,13,0
64.19,0.429,-1.118,0.721,1.398,42.12,18,0
85.53,0.533,0.569,-0.196,0.804,47.69,23,0
64.93,0.005,-0.144,0.145,0.204,49.97,20,0
70.78,-0.105,-0.171,0.648,0.679,59.37,11,0
79.57,0.188,-1.185,-0.807,1.446,48.23,19,0
108.24,0.397,1.993,-0.033,2.032,79.63,12,1
62.67,0.775,-0.438,0.888,1.257,47.71,23,0
137.5,1.767,1.807,-0.02,2.528,87.21,9,2
126.14,-0.154,2.823,-0.187,2.833,63.94,1,1
84.24,0.164,0.429,-0.126,0.476,53.64,23,0
94.42,1.003,-0.016,-1.267,1.616,79.84,6,1
83.44,0.024,-0.189,-0.363,0.41,53.16,10,0
68.29,-0.249,-0.301,-1.315,1.371,42.34,13,0
60.08,-0.012,0.892,-0.014,0.892,53.73,12,0
78.51,-0.788,0.619,0.136,1.011,68.24,22,0
116.58,0.04,0.827,-0.253,0.865,26.65,1,0
81.7,0.401,-0.486,-0.652,0.906,52.23,17,0
79.66,-0.093,-0.35,-0.996,1.06,43.89,12,0
88.97,0.39,0.215,-1.342,1.413,76.98,2,1
79.61052025519763,0.9424744726428345,2.9528536793675353,0.5252855748447891,3.1438078692054003,60.71586739069217,4,0
106.62,0.123,0.398,0.588,0.72,25.68,15,0
69.09,-0.205,-1.17,1.08,1.605,51.11,22,0
64.45,0.412,0.336,0.152,0.553,48.28,8,0
99.15,0.046,0.072,-0.053,0.101,25.75,21,0
133.92,-1.279,0.148,-1.158,1.732,83.29,15,1
65.08,-0.003,1.198,-0.639,1.358,74.25,22,0
93.75,-0.98,-0.334,0.984,1.428,36.16,3,0
70.92,-0.56,-0.555,0.402,0.885,34.06,10,0
93.66,-0.172,-0.73,-0.108,0.757,30.91,1,0
63.36,-0.027,0.062,0.014,0.069,20.65,22,0
84.44,0.026,-1.303,0.864,1.563,47.12,17,0
79.92,-0.685,-0.504,0.46,0.967,39.0,18,0
122.96,-0.289,-2.245,0.081,2.265,58.59,12,1
92.82,-0.581,0.359,-0.018,0.683,50.54,3,0
95.11,0.204,-0.515,0.037,0.555,43.82,8,0
71.35,-0.302,-0.594,-0.2,0.696,68.74,6,0
93.4,-0.985,1.594,0.095,1.876,43.73,9,0
96.79,0.203,-0.583,-0.666,0.908,37.23,21,0
62.49,0.185,0.122,-0.055,0.228,51.18,7,0
121.14,-1.382,-1.358,-0.516,2.005,75.69,15,1
155.7,-1.117,0.022,-2.963,3.167,76.05,15,2
86.85,-0.048,-0.443,-0.258,0.515,53.92,1,0
77.76,-0.007,0.041,0.013,0.044,55.88,20,0
69.58,0.517,0.875,-0.297,1.059,44.2,18,0
70.52,-0.189,-0.002,0.037,0.193,56.64,6,0
63.3,0.795,0.991,0.66,1.431,27.79,17,0
85.8,-0.382,-0.116,0.356,0.535,16.92,1,0
90.14,0.39,-1.171,0.144,1.242,35.77,5,0
146.22,1.683,-0.095,3.526,3.908,96.9,4,2
84.6,0.919,0.933,-0.582,1.433,27.24,12,0
76.8,-0.382,0.056,0.258,0.465,31.39,19,0
72.71,-0.54,0.357,0.213,0.682,46.69,19,0
98.86,0.917,-0.029,-0.826,1.235,55.27,20,0
74.07,0.225,0.821,1.816,2.005,24.36,3,0
114.04,-2.028,-1.266,-0.063,2.391,33.74,12,0
94.6,-0.618,-0.079,0.342,0.711,32.51,2,0
86.8,-0.823,0.3,0.088,0.881,66.02,18,0
92.23,0.307,-0.627,0.736,1.014,29.28,1,0
74.55,0.58,-0.504,0.223,0.8,33.33,22,0
71.76,0.146,0.373,-0.127,0.42,57.65,22,0
92.07,0.093,-0.048,0.02,0.106,68.87,0,0
103.59,-0.184,0.552,-0.163,0.604,51.79,2,0
101.47,0.035,-0.169,-0.032,0.175,43.67,22,0
136.85,1.86,-0.684,0.738,2.115,59.88,8,1
68.04,0.255,-0.141,-0.679,0.739,38.27,1,0
81.06,0.759,0.638,-0.739,1.237,54.09,7,0
113.24,1.8,-1.201,0.928,2.354,78.44,13,1
126.74,1.611,1.448,0.425,2.208,71.43,2,1
90.96,0.151,0.294,0.828,0.891,67.81,2,0
106.94,-0.971,1.334,0.783,1.826,60.96,11,1
100.3,-0.289,-0.171,0.055,0.34,85.0,20,0
100.98,0.738,-1.876,1.629,2.592,78.38,0,1
92.25,0.062,0.494,-0.909,1.036,53.08,18,0
97.8,-1.034,-0.151,-1.004,1.449,43.42,4,0
72.4,0.256,-0.057,-0.937,0.973,49.57,1,0
109.42,-1.9,1.005,0.669,2.252,72.24,14,1
146.95,0.205,-0.489,-2.191,2.2542464372823128,126.33361677860148,10,1
104.45,0.982,0.285,-1.165,1.55,82.63,9,1
73.16,-0.11,-0.656,-0.322,0.739,35.01,8,0
148.31,-1.162,2.034,0.902,2.51,78.23,23,1
90.74,0.332,-0.776,-0.506,0.984,43.85,11,0
83.43,0.134,-0.332,0.205,0.413,69.5,8,0
115.61,-0.852,-1.321,-0.902,1.812,80.49,12,1
93.09,0.097,0.532,-0.955,1.097,37.35,11,0
100.6,0.14,0.379,0.532,0.668,45.19,4,0
64.67,0.515,-0.449,0.778,1.035,27.78,8,0
91.56,-1.307,-0.409,0.676,1.527,35.35,22,0
146.01,-1.636,-1.282,0.288,2.098,79.63,17,1
98.66,1.092,0.787,-0.077,1.348,62.26,6,1
81.31,-0.024,0.189,0.205,0.28,29.1,10,0
69.47,-0.034,-0.029,0.06,0.075,41.85,6,0
84.48,-1.418,-0.984,1.282,2.15,24.87,10,0
71.86,1.046,-0.694,-0.707,1.441,50.9,15,0
81.87,0.568,-0.99,-1.498,1.883,47.21,12,0
74.75,0.431,-1.128,0.199,1.224,23.68,22,0
75.05,-0.077,0.554,0.125,0.573,38.06,15,0
146.56,-3.02,1.935,-1.31,3.819,80.1,8,2
76.81,-0.454,-0.6,0.502,0.905,26.31,21,0
89.69,0.12,-0.967,-0.416,1.06,47.14,4,0
99.99,0.441,0.278,-0.309,0.606,25.61,7,0
57.89,0.176,-0.135,-0.967,0.992,70.84,22,0
84.8,0.709,-0.159,-0.467,0.864,51.59,6,0
127.73,-0.717,1.372,0.232,1.565,62.3,18,1
113.11,0.689,1.454,-1.341,2.095,61.49,22,1
108.02,0.264,-0.62,-0.81,1.054,25.44,5,0
73.65,0.013,-0.039,-0.034,0.053,29.34,0,0
124.05,1.053,0.522,0.226,1.197,59.14,21,0
110.45,-0.128,0.436,0.12,0.47,32.26,22,0
95.27,0.124,-0.508,0.885,1.028,51.68,14,0
99.38,0.376,-0.132,0.785,0.88,42.48,11,0
127.6,-0.887,-1.405,2.847,3.296,97.46,21,2
93.34,1.044,0.626,-0.303,1.254,44.44,18,0
85.38,-0.322,0.792,0.998,1.314,56.48,2,0
165.93,-2.282,1.483,-0.319,2.74,104.78,7,2
66.47,-0.089,-0.063,1.308,1.312,56.92,11,0
92.67,-0.644,-0.533,-0.31,0.892,28.25,13,0
89.66,-0.821,0.879,-2.1,2.42,77.13,1,1
90.36,0.518,0.271,-1.284,1.411,29.65,17,0
80.92,0.451,0.239,-0.65,0.826,36.25,6,0
67.01,1.956,-0.118,0.038,1.96,18.31,12,0
116.34,-1.014,-0.144,-1.745,2.024,67.98,2,1
85.41,-0.108,0.618,-0.029,0.628,40.72,17,0
77.59,0.098,0.029,-0.258,0.278,25.37,17,0
121.85,1.311,0.289,1.742,2.199,68.77,17,1
110.4,0.616,-1.127,0.944,1.594,35.19,19,0
68.63,-0.99,0.025,-0.463,1.093,59.36,15,0
66.67,0.56,-1.183,-0.126,1.315,59.68,16,0
100.79,-0.377,-0.618,0.206,0.752,48.63,16,0
128.22,0.357,1.97,0.212,2.013,79.49,10,1
85.8,0.08,0.402,-0.065,0.415,33.54,14,0
104.21,-0.184,0.869,0.63,1.089,47.69,15,0
103.77,0.895,-0.247,-0.526,1.067,42.21,4,0
157.74,-3.717,0.78,-0.412,3.821,107.84,8,2
63.6,-0.015,0.293,1.697,1.722,47.06,19,0
113.5,0.927,1.903,-0.268,2.134,72.59,3,1
95.7,-1.25,-0.418,-0.69,1.488,45.52,3,0
57.04,-0.075,0.498,-0.356,0.616,30.51,4,0
116.57,0.856,-0.704,0.322,1.154,69.92,15,0
144.74,2.843,0.006,-1.702,3.313,98.28,1,2
94.34,-0.736,-0.016,-0.251,0.778,44.47,4,0
150.17,-0.115,-0.562,-2.237,2.31,72.93,6,2
161.22,-1.567,-2.641,2.439,3.922,97.86,12,2
65.27,0.711,-0.247,-0.238,0.789,51.74,8,0
66.15,-0.862,-0.537,-0.817,1.304,63.18,23,0
78.94,0.11,0.039,0.11,0.161,35.32,10,0
76.88,-0.877,-0.394,-0.89,1.31,36.56,13,0
78.58,0.093,-0.208,0.799,0.831,77.49,1,0
129.19,0.821,0.667,-1.818,2.103,64.23,10,1
84.69,-0.148,0.186,0.361,0.432,57.39,18,0
113.16,-2.108,-1.77,-1.242,3.019,110.73,0,2
72.23,-1.379,-0.163,0.956,1.686,26.5,12,0
85.74,0.303,0.304,-0.556,0.702,35.05,4,0
160.9,-0.016,0.691,-2.589,2.68,87.11,10,2
156.72,0.572,2.764,0.968,2.984,96.38,4,2
56.6,0.382,-1.336,0.002,1.389,30.53,11,0
99.96,-0.63,-0.367,0.819,1.096,46.59,8,0
124.26,0.426,0.123,-0.167,0.474,62.89,6,0
88.76,0.55,0.249,-0.622,0.867,34.15,15,0
96.43,-0.718,0.69,1.251,1.599,47.5,21,0
118.81,1.297,-0.918,0.446,1.65,71.85,4,1
94.47,0.66,-0.038,-0.169,0.682,48.88,7,0
87.79,-0.245,-0.073,1.083,1.112,56.41,14,0
99.53,0.504,-1.776,-1.414,2.325,82.25,2,1
88.46,0.781,-0.47,-0.919,1.294,70.88,14,0
119.82,1.495,-0.323,0.458,1.596,86.45,4,1
74.21,-0.454,-0.71,0.947,1.268,55.19,17,0
100.34,-0.099,1.001,1.265,1.616,63.71,13,0
125.78,1.303,-0.161,-1.945,2.346,72.74,1,1
73.81,-1.24,1.214,-0.471,1.798,31.11,16,0
80.91,0.227,-0.299,0.226,0.438,76.31,0,0
150.77,-1.562,0.237,3.509,3.848,95.7,6,2
61.42,-0.021,0.749,0.514,0.909,55.12,4,0
96.4,0.037,0.024,0.127,0.134,24.87,19,0
67.61,0.421,1.273,-0.398,1.399,53.56,4,0
94.91,1.38,0.438,-0.058,1.449,48.66,11,0
100.79,0.09,0.073,0.963,0.97,38.73,14,0
142.15,-0.577,-0.217,-2.472,2.548,89.39,14,2
78.5,0.689,0.035,0.765,1.031,49.82,6,0
105.43,0.675,-0.29,-0.954,1.204,59.49,12,1
93.23,0.104,-0.664,-1.259,1.427,18.0,18,0
81.26,-0.608,0.506,0.257,0.832,51.42,8,0
88.71,-0.247,0.513,0.148,0.588,56.0,13,0
96.74,0.536,-0.656,1.108,1.394,70.55,16,0
101.44,-0.039,0.016,-0.055,0.07,50.02,4,0
136.72,-1.574,0.842,1.029,2.06,79.63,10,1
152.84,-1.237,-2.498,1.872,3.358,86.26,13,2
134.02,-0.332,-0.254,2.343,2.38,100.37,15,1
104.74,-0.101,-0.04,0.008,0.109,19.66,11,0
115.12,-0.508,-2.108,-0.236,2.181,68.07,5,1
101.52,0.236,0.495,-2.054,2.126,81.54,9,1
116.78,-1.807,0.264,1.419,2.313,78.62,16,1
95.51,-0.877,0.944,-0.501,1.382,31.25,18,0
75.84,0.042,-0.043,0.292,0.298,53.59,1,0
105.93,0.067,-0.012,-0.125,0.142,17.23,18,0
72.57,-0.167,-0.173,-0.299,0.384,43.54,8,0
92.56,-0.45,-0.536,0.879,1.124,56.91,1,0
79.93,-1.325,0.638,-0.456,1.54,58.52,14,0
135.4,-0.15,-2.468,1.155,2.729,110.98,21,2
